idEntrada;usuarioOnline;statusSaida;paginaSaida;avaliacao.r;dataHoraEntrada;dataHoraSaida;dataHoraErro;tempoAcesso;codigo;erro
455;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;350;500;"""INTERNAL SERVER ERROR"""
874;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;348;500;"""INTERNAL SERVER ERROR"""
33;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;347;500;"""INTERNAL SERVER ERROR"""
339;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;344;500;"""INTERNAL SERVER ERROR"""
623;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;342;500;"""INTERNAL SERVER ERROR"""
504;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;330;500;"""INTERNAL SERVER ERROR"""
138;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;329;500;"""INTERNAL SERVER ERROR"""
939;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;214;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
282;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;328;500;"""INTERNAL SERVER ERROR"""
485;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;326;500;"""INTERNAL SERVER ERROR"""
744;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;320;500;"""INTERNAL SERVER ERROR"""
405;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;320;500;"""INTERNAL SERVER ERROR"""
362;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;318;500;"""INTERNAL SERVER ERROR"""
892;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;307;500;"""INTERNAL SERVER ERROR"""
500;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;306;500;"""INTERNAL SERVER ERROR"""
797;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;287;500;"""INTERNAL SERVER ERROR"""
431;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;217;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
817;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;217;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
153;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;280;500;"""INTERNAL SERVER ERROR"""
995;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;278;500;"""INTERNAL SERVER ERROR"""
958;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;277;500;"""INTERNAL SERVER ERROR"""
93;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;269;500;"""INTERNAL SERVER ERROR"""
859;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;258;500;"""INTERNAL SERVER ERROR"""
980;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;258;500;"""INTERNAL SERVER ERROR"""
660;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;254;500;"""INTERNAL SERVER ERROR"""
675;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;251;500;"""INTERNAL SERVER ERROR"""
839;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;247;500;"""INTERNAL SERVER ERROR"""
435;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;242;500;"""INTERNAL SERVER ERROR"""
80;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;223;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
327;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;233;500;"""INTERNAL SERVER ERROR"""
232;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;229;500;"""INTERNAL SERVER ERROR"""
267;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;224;500;"""INTERNAL SERVER ERROR"""
697;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;221;500;"""INTERNAL SERVER ERROR"""
712;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:58;214;500;"""INTERNAL SERVER ERROR"""
541;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;207;500;"""INTERNAL SERVER ERROR"""
155;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;226;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
524;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;207;500;"""INTERNAL SERVER ERROR"""
609;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;204;500;"""INTERNAL SERVER ERROR"""
63;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;200;500;"""INTERNAL SERVER ERROR"""
183;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;198;500;"""INTERNAL SERVER ERROR"""
317;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;227;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
315;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;198;500;"""INTERNAL SERVER ERROR"""
921;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;190;500;"""INTERNAL SERVER ERROR"""
389;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;188;500;"""INTERNAL SERVER ERROR"""
48;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;184;500;"""INTERNAL SERVER ERROR"""
168;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;182;500;"""INTERNAL SERVER ERROR"""
123;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;181;500;"""INTERNAL SERVER ERROR"""
420;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;173;500;"""INTERNAL SERVER ERROR"""
506;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;229;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
252;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;173;500;"""INTERNAL SERVER ERROR"""
221;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;171;500;"""INTERNAL SERVER ERROR"""
714;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;230;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
539;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;167;500;"""INTERNAL SERVER ERROR"""
823;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;230;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
50;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;230;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
969;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;231;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
906;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;165;500;"""INTERNAL SERVER ERROR"""
240;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;146;500;"""INTERNAL SERVER ERROR"""
561;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;140;500;"""INTERNAL SERVER ERROR"""
303;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;127;500;"""INTERNAL SERVER ERROR"""
377;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;120;500;"""INTERNAL SERVER ERROR"""
519;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;115;500;"""INTERNAL SERVER ERROR"""
78;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;94;500;"""INTERNAL SERVER ERROR"""
821;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;93;500;"""INTERNAL SERVER ERROR"""
908;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;234;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
195;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:58;83;500;"""INTERNAL SERVER ERROR"""
830;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;67;500;"""INTERNAL SERVER ERROR"""
556;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:58;65;500;"""INTERNAL SERVER ERROR"""
450;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;44;500;"""INTERNAL SERVER ERROR"""
108;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;40;500;"""INTERNAL SERVER ERROR"""
358;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;236;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
943;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:56;38;500;"""INTERNAL SERVER ERROR"""
923;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;236;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
18;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:57;4;500;"""INTERNAL SERVER ERROR"""
665;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:56;NA;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
846;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;237;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
811;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 17:56;18/05/2021 17:55;NA;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
379;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;238;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
911;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:06;18/05/2021 18:04;549;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
749;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:06;18/05/2021 18:04;525;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
201;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;504;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
174;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;495;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
948;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;481;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
246;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:03;468;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
481;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;242;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
776;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:03;465;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
600;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:03;463;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
613;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;443;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
288;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:04;437;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
849;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;434;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
98;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;424;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
263;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;246;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
985;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;421;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
734;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;408;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
54;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;404;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
926;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;398;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
300;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;390;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
213;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;388;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
309;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;388;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
440;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;388;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
278;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;249;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
599;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:04;382;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
578;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;249;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
257;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;370;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
351;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;362;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
650;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;359;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
159;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;357;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
272;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;356;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
69;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;351;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
254;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;251;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
461;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;345;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
546;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;344;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
717;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;340;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
787;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;336;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
189;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;330;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
273;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;322;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
14;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;253;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
324;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;319;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
84;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;317;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
258;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;316;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
644;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;316;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
761;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;305;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
567;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;304;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
59;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;255;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
411;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;299;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
688;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;298;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
529;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;289;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
5;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:02;256;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
681;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;286;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
367;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;285;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
750;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;285;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
775;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;274;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
212;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;269;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
897;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;269;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
287;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;267;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
410;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;267;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
308;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;265;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
382;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;263;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
383;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;261;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
643;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;259;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
446;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;260;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
963;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;259;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
509;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;258;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
476;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;258;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
566;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;252;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
188;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;250;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
128;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;249;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
844;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;248;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
226;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;247;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
971;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;247;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
344;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;247;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
964;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;246;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
68;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;246;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
666;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;244;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
933;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;240;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
614;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;238;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
799;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;268;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
954;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;268;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
321;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;268;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
173;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;236;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
850;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;236;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
53;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;235;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
345;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;234;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
38;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;233;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
114;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;233;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
735;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;233;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
510;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;230;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
927;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;229;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
582;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;228;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
422;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;274;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
491;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;227;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
865;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;220;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
245;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;219;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
883;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;218;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
237;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;218;550;"""NAO ENCONTROU DADOS PARA A SELECAO"""
